Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,KO,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Nitrate Concentration,Oxygen Concentration,pH,Salinity
3300024270 assembled Ga0257091_103009401,Ga0257091_103009401,methyl-coenzyme M reductase alpha subunit,3300024270,"Goat fecal pellet fungal communities from Santa Barbara, California, USA - pellet 1 Spades (v3) (version 3) (*) (MER-FS) (assembled)",1,1599,532,Ga0257091_10300940,,Ga0257091_10300940,1955,0.38,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===1036.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Mammals,Large intestine,Digestive system,Fecal,Goat feces,,,,
3300027897 assembled Ga0209254_101528333,Ga0209254_101528333,methyl-coenzyme M reductase alpha subunit,3300027897,"Freshwater lake sediment microbial communities from the University of Notre Dame, USA, for methane emissions studies - DIP11 DI (SPAdes) (version 2) (*) (MER-FS) (assembled)",1,1332,443,Ga0209254_10152833,,Ga0209254_10152833,1889,0.6,14,"COG4058===Methyl coenzyme M reductase, alpha subunit===801.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Lake,Freshwater,Sediment,Freshwater lake sediment,,,,
3300028797 assembled Ga0265301_1000611814,Ga0265301_1000611814,methyl-coenzyme M reductase alpha subunit,3300028797,"Bovine rumen microbial communities from tropical cattle in Woodstock, Queensland, Australia - Gonzalo_04 (*) (MER-FS) (assembled)",1,1707,568,Ga0265301_10006118,,Ga0265301_10006118,11606,0.49,45,"COG4058===Methyl coenzyme M reductase, alpha subunit===993.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Mammals,Stomach,Digestive system,Rumen,rumen,,,,
3300010293 assembled Ga0116204_10051555,Ga0116204_10051555,methyl-coenzyme M reductase alpha subunit,3300010293,"Anoxic lake water microbial communities from Lake Kivu, Rwanda to study Microbial Dark Matter (Phase II) - Lake Kivu water 52m metaG (*) (MER-FS) (assembled)",1,1710,570,Ga0116204_1005155,,Ga0116204_1005155,6454,0.56,15,"COG4058===Methyl coenzyme M reductase, alpha subunit===986.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Lake,Freshwater,Unclassified,Anoxic lake water,,,,
3300027897 assembled Ga0209254_100072519,Ga0209254_100072519,methyl-coenzyme M reductase alpha subunit,3300027897,"Freshwater lake sediment microbial communities from the University of Notre Dame, USA, for methane emissions studies - DIP11 DI (SPAdes) (version 2) (*) (MER-FS) (assembled)",1,1653,550,Ga0209254_10007251,,Ga0209254_10007251,10227,0.46,11,"COG4058===Methyl coenzyme M reductase, alpha subunit===1058.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Lake,Freshwater,Sediment,Freshwater lake sediment,,,,
3300025740 assembled Ga0208940_10184744,Ga0208940_10184744,methyl-coenzyme M reductase alpha subunit,3300025740,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Japan - AD_JPNNA6_MetaG (SPAdes) (version 2) (*) (MER-FS) (assembled),1,1680,559,Ga0208940_1018474,,Ga0208940_1018474,3781,0.58,13,"COG4058===Methyl coenzyme M reductase, alpha subunit===955.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Anaerobic digestor sludge,,,,
3300029822 assembled Ga0134854_100139221,Ga0134854_100139221,methyl-coenzyme M reductase alpha subunit,3300029822,"Liquor fermentation pit mud microbial communities from Chengdu, China - Meta-7-3-30-T (*) (MER-FS) (assembled)",1,1656,551,Ga0134854_1001392,,Ga0134854_1001392,23470,0.39,10,"COG4058===Methyl coenzyme M reductase, alpha subunit===1075.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Unclassified,Unclassified,Unclassified,Fermentation pit mud,,,,
3300025677 assembled Ga0209719_10110156,Ga0209719_10110156,methyl-coenzyme M reductase alpha subunit,3300025677,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Japan - AD_JPNAS2_MetaG (SPAdes) (version 2) (*) (MER-FS) (assembled),1,1320,439,Ga0209719_1011015,,Ga0209719_1011015,5214,0.61,83,"COG4058===Methyl coenzyme M reductase, alpha subunit===800.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Anaerobic digestor sludge,,,,
3300009667 assembled Ga0116147_10682622,Ga0116147_10682622,methyl-coenzyme M reductase alpha subunit,3300009667,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Japan - AD_JPNHG3_MetaG (*) (MER-FS) (assembled),1,1272,424,Ga0116147_1068262,,Ga0116147_1068262,1613,0.57,5,"COG4058===Methyl coenzyme M reductase, alpha subunit===412.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Anaerobic digestor sludge,,,,
3300032516 assembled Ga0315273_101105184,Ga0315273_101105184,methyl-coenzyme M reductase alpha subunit,3300032516,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G02_0 (*) (MER-FS) (assembled)",1,1341,447,Ga0315273_10110518,,Ga0315273_10110518,3758,0.58,17,"COG4058===Methyl coenzyme M reductase, alpha subunit===765.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,
3300025867 assembled Ga0209098_10079586,Ga0209098_10079586,methyl-coenzyme M reductase alpha subunit,3300025867,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Japan - AD_JPNHW1_MetaG (SPAdes) (version 2) (*) (MER-FS) (assembled),1,1689,562,Ga0209098_1007958,,Ga0209098_1007958,7390,0.53,13,"COG4058===Methyl coenzyme M reductase, alpha subunit===984.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Anaerobic digestor sludge,,,,
3300027863 assembled Ga0207433_1000133317,Ga0207433_1000133317,methyl-coenzyme M reductase alpha subunit,3300027863,"Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA - OP-RAMG-01 (SPAdes) (version 3) (*) (MER-FS) (assembled)",1,1659,552,Ga0207433_10001333,,Ga0207433_10001333,53381,0.44,32,"COG4058===Methyl coenzyme M reductase, alpha subunit===993.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Hot (42-90C),Thermal springs,Unclassified,Hot spring,,,,
3300026153 assembled Ga0265422_1000374101,Ga0265422_1000374101,methyl-coenzyme M reductase alpha subunit,3300026153,"Activated sludge microbial communities from lab. scaled anaerobic digester in Belvaux, Luxembourg - ACS2-21 (*) (MER-FS) (assembled)",1,1656,551,Ga0265422_1000374,,Ga0265422_1000374,100733,0.39,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===1060.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,activated sludge,,,,
3300013748 assembled Ga0116840_10030731,Ga0116840_10030731,methyl-coenzyme M reductase alpha subunit,3300013748,"Oral microbial communities from fossilized dental plaque from Dalheim, Germany - S4-Shot-B61-calc (*) (MER-FS) (assembled)",1,1641,547,Ga0116840_1003073,,Ga0116840_1003073,1708,0.37,18,"COG4058===Methyl coenzyme M reductase, alpha subunit===1064",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Mammals: Human,Skeletonized remains,Remains,Dental calculus,Fossilized dental plaque,,,,
3300017944 assembled Ga0187786_100535931,Ga0187786_100535931,methyl-coenzyme M reductase alpha subunit,3300017944,"Tropical peat soil microbial communities from peatlands in Department of Meta, Colombia - 0815_BV2_10_20_MG (*) (MER-FS) (assembled)",1,1221,407,Ga0187786_10053593,,Ga0187786_10053593,1224,0.44,6,"COG4058===Methyl coenzyme M reductase, alpha subunit===781.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Wetlands,Soil,Peat,Tropical peatland,,,,
3300009710 assembled Ga0116192_100043021,Ga0116192_100043021,methyl-coenzyme M reductase alpha subunit,3300009710,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Hong Kong - AD_UKC113_MetaG (*) (MER-FS) (assembled),1,1713,571,Ga0116192_1000430,,Ga0116192_1000430,32012,0.44,32,"COG4058===Methyl coenzyme M reductase, alpha subunit===1067.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Anaerobic digestor sludge,,,,
3300029813 assembled Ga0311296_13062192,Ga0311296_13062192,methyl-coenzyme M reductase alpha subunit,3300029813,"Marine sediment microbial communities from Washington margin, Washington, USA - Site 8 Core 34 (*) (MER-FS) (assembled)",1,1686,561,Ga0311296_1306219,,Ga0311296_1306219,4143,0.53,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===914.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Cold seeps,Marine,Sediment,marine sediment,,,,
3300025888 assembled Ga0209540_10000066157,Ga0209540_10000066157,methyl-coenzyme M reductase alpha subunit,3300025888,"Arctic peat soil microbial communities from Barrow, Alaska - Barrow Graham LP Incubations 011-21A (SPAdes) (version 2) (*) (MER-FS) (assembled)",1,1677,558,Ga0209540_10000066,,Ga0209540_10000066,141230,0.46,438,"COG4058===Methyl coenzyme M reductase, alpha subunit===984.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Wetlands,Soil,Peat,Arctic peat soil,,,,
3300019375 assembled Ga0187898_100018130,Ga0187898_100018130,methyl-coenzyme M reductase alpha subunit,3300019375,"Goat fecal pellet enrichment culture fungal communities from Isla Vista, California, USA - Alfalfa, Gen0, Rep 1, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,1635,544,Ga0187898_1000181,,Ga0187898_1000181,39492,0.59,15,"COG4058===Methyl coenzyme M reductase, alpha subunit===893.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Mammals,Large intestine,Digestive system,Fecal,Goat feces,,,,
3300025724 assembled Ga0208196_10152474,Ga0208196_10152474,methyl-coenzyme M reductase alpha subunit,3300025724,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Japan - AD_JPNNA7_MetaG (SPAdes) (version 2) (*) (MER-FS) (assembled),1,1680,559,Ga0208196_1015247,,Ga0208196_1015247,4046,0.58,11,"COG4058===Methyl coenzyme M reductase, alpha subunit===955.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Anaerobic digestor sludge,,,,
3300028602 assembled Ga0265294_100652122,Ga0265294_100652122,methyl-coenzyme M reductase alpha subunit,3300028602,"Groundwater microbial communities from a municipal landfill in Southern Ontario, Canada - Pumphouse #3 (*) (MER-FS) (assembled)",1,1665,554,Ga0265294_10065212,,Ga0265294_10065212,3119,0.55,8,"COG4058===Methyl coenzyme M reductase, alpha subunit===885.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Groundwater,Deep subsurface,Unclassified,groundwater,,,,
3300031463 assembled Ga0272448_100035611,Ga0272448_100035611,methyl-coenzyme M reductase alpha subunit,3300031463,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States - YNP-CB-019-1 (*) (MER-FS) (assembled)",1,1707,568,Ga0272448_1000356,,Ga0272448_1000356,71069,0.59,613,"COG4058===Methyl coenzyme M reductase, alpha subunit===982.9",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Hot (42-90C),Thermal springs,Sediment,sediment,,,,
3300026155 assembled Ga0265411_10006609,Ga0265411_10006609,methyl-coenzyme M reductase alpha subunit,3300026155,"Activated sludge microbial communities from lab. scaled anaerobic digester in Belvaux, Luxembourg - ACS2-11 (*) (MER-FS) (assembled)",1,1656,551,Ga0265411_1000660,,Ga0265411_1000660,11938,0.42,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===1060.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,activated sludge,,,,
3300026194 assembled Ga0209509_10015827,Ga0209509_10015827,methyl-coenzyme M reductase alpha subunit,3300026194,"Anaerobic biogas reactor microbial communites from Washington, USA - Biogas_R1_A C13 SIP DNA (SPAdes) (version 2) (*) (MER-FS) (assembled)",1,1707,568,Ga0209509_1001582,,Ga0209509_1001582,16789,0.6,144,"COG4058===Methyl coenzyme M reductase, alpha subunit===978.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,Anaerobic biogas reactor,,,,
2225789003 assembled 2227419380,IMNBL2_14,"methyl-coenzyme M reductase, alpha subunit",2225789003,Passalidae beetle gut microbial communities from Costa Rica -Larvae (2ML+2BL) (*) (MER-FS) (assembled),1,1665,554,2227063683,,2227063683,18382,0.5,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===803",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Arthropoda: Insects,Gut,Larva,Unclassified,Passalidae beetle gut ,,,,
2228664010 assembled 2231288273,DRAFT_011011,"methyl-coenzyme M reductase, alpha subunit",2228664010,"Hydrocarbon resource environments microbial communities from Canada and USA - Toluene degrading community from Alberta, Canada (*) (MER-FS) (assembled)",1,1602,534,2231458718,,2231458718,4019,0.61,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===835",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Wastewater,Petrochemical,Industrial wastewater,Unclassified,Hydrocarbon resource environments,,,,
2225789004 assembled 2228078211,IMNBL4_19,"methyl-coenzyme M reductase, alpha subunit",2225789004,Passalidae beetle gut microbial communities from Costa Rica -Larvae (4BL+4ML+4MSL) (*) (MER-FS) (assembled),1,1665,554,2227549638,,2227549638,15048,0.49,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===799",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Arthropoda: Insects,Gut,Larva,Unclassified,Passalidae beetle gut ,,,,
2124908039 assembled B3_v_00488810,B3_v_00488810,"methyl-coenzyme M reductase, alpha subunit",2124908039,"Soil microbial communities from permafrost in Bonanza Creek, Alaska, sample from Bog Site B4 v1 (*) (MER-FS) (assembled)",1,1677,558,B3_v_NODE_109310_len_129623_cov_18_303394,,B3_v_NODE_109310_len_129623_cov_18_303394,129673,0.46,18,"COG4058===Methyl coenzyme M reductase, alpha subunit===872",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Unclassified,Soil,Permafrost,Soil,,,,
2199034002 assembled ANASMECb_00065320,ANASMECb_00065320,"methyl-coenzyme M reductase, alpha subunit",2199034002,"Soil microbial communities from bioreactor at Alameda Naval Air Station, CA, contaminated with Chloroethene -196 (*) (MER-FS) (assembled)",1,1656,551,ANASMECb_4085297_C4198,,ANASMECb_4085297_C4198,19297,0.42,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===969",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioremediation,Chloroethene,Tetrachloroethylene and derivatives,Bioreactor,Soil from Bioreactor,,,,
2156126002 assembled BMHB2_0344.00013690,BMHB2_0344.00013690,"methyl-coenzyme M reductase, alpha subunit",2156126002,"Microbial communities from bioreactor (seeded with anoxic lake sediment) at LBNL, California, USA - Biofuel metagenome 2 (*) (MER-FS) (assembled)",1,1665,554,BMHB2__coposj1,,BMHB2__coposj1,2722,0.61,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===897",,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,Bioreactor,,,,
2124908039 assembled B3_v_00041940,B3_v_00041940,"methyl-coenzyme M reductase, alpha subunit",2124908039,"Soil microbial communities from permafrost in Bonanza Creek, Alaska, sample from Bog Site B4 v1 (*) (MER-FS) (assembled)",1,1680,559,B3_v_NODE_13643_len_2553_cov_7_734430,,B3_v_NODE_13643_len_2553_cov_7_734430,2603,0.56,8,"COG4058===Methyl coenzyme M reductase, alpha subunit===853",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Unclassified,Soil,Permafrost,Soil,,,,
2156126002 assembled BMHB2_0276.00000050,BMHB2_0276.00000050,"methyl-coenzyme M reductase, alpha subunit",2156126002,"Microbial communities from bioreactor (seeded with anoxic lake sediment) at LBNL, California, USA - Biofuel metagenome 2 (*) (MER-FS) (assembled)",1,1665,554,BMHB2__contnd6,,BMHB2__contnd6,2719,0.61,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===897",,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,Bioreactor,,,,
2156126002 assembled BMHB2_0947.00009080,BMHB2_0947.00009080,"methyl-coenzyme M reductase, alpha subunit",2156126002,"Microbial communities from bioreactor (seeded with anoxic lake sediment) at LBNL, California, USA - Biofuel metagenome 2 (*) (MER-FS) (assembled)",1,1368,456,BMHB2__cooyzc9,,BMHB2__cooyzc9,2096,0.61,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===728",,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,Bioreactor,,,,
2225789004 assembled 2227474494,IMNBL4_11,"methyl-coenzyme M reductase, alpha subunit",2225789004,Passalidae beetle gut microbial communities from Costa Rica -Larvae (4BL+4ML+4MSL) (*) (MER-FS) (assembled),1,1581,527,2227094143,,2227094143,1822,0.51,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===826",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Arthropoda: Insects,Gut,Larva,Unclassified,Passalidae beetle gut ,,,,
2156126002 assembled BMHB2_0767.00004290,BMHB2_0767.00004290,"methyl-coenzyme M reductase, alpha subunit",2156126002,"Microbial communities from bioreactor (seeded with anoxic lake sediment) at LBNL, California, USA - Biofuel metagenome 2 (*) (MER-FS) (assembled)",1,1665,554,BMHB2__coohmo8,,BMHB2__coohmo8,2722,0.61,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===897",,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,Bioreactor,,,,
2084038002 assembled EBI1_00212200,EBI1_00212200,"methyl-coenzyme M reductase, alpha subunit",2084038002,"Oil reservoir microbial communities from Wyoming, USA - Sample 547 (*) (MER-FS) (assembled)",1,1785,594,EBI1_NODE_9897_len_12352_cov_34_112129,,EBI1_NODE_9897_len_12352_cov_34_112129,12402,0.44,34,"COG4058===Methyl coenzyme M reductase, alpha subunit===905",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Unclassified,Oil reservoir,Unclassified,Oil reservoir,,,,
