Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,KO,NCBI Assembly Accession,NCBI Bioproject Accession,NCBI Biosample Accession,NCBI GenBank ID,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Nitrate Concentration,Oxygen Concentration,pH,Salinity
3300052314 assembled Ga0528641_002811_9116_10798,null,methyl-coenzyme M reductase alpha subunit,3300052314,"Switchgrass digestate microbial communities from anaerobic digester in Pennsylvania State University, State Park, PA, USA - 10.M.7_11.2 (*) (MER-FS) (assembled)",2,1683,560,Ga0528641_002811,,Ga0528641_002811,14083,0.65,14,"COG4058===Methyl coenzyme M reductase, alpha subunit===993.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Switchgrass digestate,,,,
3300049725 assembled Ga0495421_0001053_11255_12943,null,methyl-coenzyme M reductase alpha subunit,3300049725,"Peat soil microbial communities from Stordalen Mire, Sweden - 719 E3 30-34 (*) (MER-FS) (assembled)",2,1689,562,Ga0495421_0001053,,Ga0495421_0001053,15062,0.54,12,"COG4058===Methyl coenzyme M reductase, alpha subunit===986.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,
3300048069 assembled Ga0497330_001244_3447_5078,null,methyl-coenzyme M reductase alpha subunit,3300048069,"Peatland microbial communities from Stordalen Mire, Sweden - EG-14_pre-inc (version 2) (*) (MER-FS) (assembled)",2,1632,544,Ga0497330_001244,,Ga0497330_001244,5078,0.55,21,"COG4058===Methyl coenzyme M reductase, alpha subunit===977.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Peat,Soil,Mire,soil,,,,
3300051061 assembled Ga0527678_002998_1546_3213,null,methyl-coenzyme M reductase alpha subunit,3300051061,"Switchgrass digestate microbial communities from anaerobic digester in Pennsylvania State University, State Park, PA, USA - 5.M.7_12.1 (*) (MER-FS) (assembled)",2,1668,555,Ga0527678_002998,,Ga0527678_002998,10611,0.36,13,"COG4058===Methyl coenzyme M reductase, alpha subunit===1031.9",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Switchgrass digestate,,,,
3300035455 assembled Ga0394203_05398_448_2199,Ga0394203_19692,methyl-coenzyme M reductase alpha subunit,3300035455,"Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18A_1a_16_8 mgh (*) (MER-FS) (assembled)",2,1752,583,Ga0394203_05398,,Ga0394203_05398,4400,0.45,7,"COG4058===Methyl coenzyme M reductase, alpha subunit===1013.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Wastewater,Petrochemical,Industrial wastewater,Unclassified,waste water,,,,
3300061472 assembled Ga0568889_0075003_1150_2817,null,methyl-coenzyme M reductase alpha subunit,3300061472,"Soil microbial communities from Satilla River mesohaline marsh, Georgia, USA - M1P_40_42 (*) (MER-FS) (assembled)",2,1668,555,Ga0568889_0075003,,Ga0568889_0075003,3717,0.46,7,"COG4058===Methyl coenzyme M reductase, alpha subunit===931.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Wetlands,Soil,Unclassified,Soil,,,,
3300033169 assembled Ga0334887_10042027,Ga0334887_10042027,methyl-coenzyme M reductase alpha subunit,3300033169,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_18_07-R1 (*) (MER-FS) (assembled)",2,1653,550,Ga0334887_1004202,,Ga0334887_1004202,13304,0.38,28,"COG4058===Methyl coenzyme M reductase, alpha subunit===1072.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA567723,SAMN12796019,,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,
3300049487 assembled Ga0500001_018072_3_1277,null,methyl-coenzyme M reductase alpha subunit,3300049487,"River sediment microbial communities from Utah, USA - logan2_2019_sed_WHONDRS-S19S_0098 (*) (MER-FS) (assembled)",2,1275,425,Ga0500001_018072,,Ga0500001_018072,2183,0.56,31,"COG4058===Methyl coenzyme M reductase, alpha subunit===717.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,River,Freshwater,Sediment,River sediment,,,,
3300049912 assembled Ga0494804_0013384_1480_2745,null,methyl-coenzyme M reductase alpha subunit,3300049912,"Lake sediment microbial communities from Stordalen Mire, Sweden - 2019 IH02_5cm (*) (MER-FS) (assembled)",2,1266,422,Ga0494804_0013384,,Ga0494804_0013384,2746,0.57,57,"COG4058===Methyl coenzyme M reductase, alpha subunit===702.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Lake,Freshwater,Sediment,Lake sediment,,,,
3300051058 assembled Ga0527674_052623_2_1531,null,methyl-coenzyme M reductase alpha subunit,3300051058,"Switchgrass digestate microbial communities from anaerobic digester in Pennsylvania State University, State Park, PA, USA - 5.M.7_10.3 (*) (MER-FS) (assembled)",2,1530,509,Ga0527674_052623,,Ga0527674_052623,1592,0.39,11,"COG4058===Methyl coenzyme M reductase, alpha subunit===976",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Switchgrass digestate,,,,
3300050026 assembled Ga0494740_000063_3911_5587,null,methyl-coenzyme M reductase alpha subunit,3300050026,"Peat soil microbial communities from Stordalen Mire, Sweden - 718 S1 50-54 (*) (MER-FS) (assembled)",2,1677,558,Ga0494740_000063,,Ga0494740_000063,136959,0.51,251,"COG4058===Methyl coenzyme M reductase, alpha subunit===991.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,
3300037504 assembled Ga0401366_0007464_1384_3105,null,methyl-coenzyme M reductase alpha subunit,3300037504,"Tidal flats microbial mat communities from the lagoon near Shannah, Oman - Site2_nosalt_MIX_3 (*) (MER-FS) (assembled)",2,1722,573,Ga0401366_0007464,,Ga0401366_0007464,10863,0.37,17,"COG4058===Methyl coenzyme M reductase, alpha subunit===1005.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA653505,SAMN15739570,,Environmental,Aquatic,Intertidal zone,Marine,Tidal flats,microbial mat,,,,
3300051502 assembled Ga0527655_004623_1909_3561,null,methyl-coenzyme M reductase alpha subunit,3300051502,"Switchgrass digestate microbial communities from anaerobic digester in Pennsylvania State University, State Park, PA, USA - 5.T.7_4.2 (*) (MER-FS) (assembled)",2,1653,550,Ga0527655_004623,,Ga0527655_004623,7049,0.5,13,"COG4058===Methyl coenzyme M reductase, alpha subunit===1122.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Switchgrass digestate,,,,
3300051036 assembled Ga0527646_000021_157210_158871,null,methyl-coenzyme M reductase alpha subunit,3300051036,"Switchgrass digestate microbial communities from anaerobic digester in Pennsylvania State University, State Park, PA, USA - 3.T.7_1.2 (*) (MER-FS) (assembled)",2,1662,553,Ga0527646_000021,,Ga0527646_000021,240346,0.49,18,"COG4058===Methyl coenzyme M reductase, alpha subunit===1158.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Switchgrass digestate,,,,
3300054075 assembled nmdc:mga0jp50_33158_c1_3_1511,null,methyl-coenzyme M reductase alpha subunit,3300054075,"Peatland microbial communities from MTU Mesocosm Facility, Houghton, MI, USA - PEATcosm2014_Bin11_60_metaG re-annotation (*) (MER-FS) (assembled)",2,1509,502,nmdc:mga0jp50_33158_c1,,nmdc:mga0jp50_33158_c1,2714,0.54,36,"COG4058===Methyl coenzyme M reductase, alpha subunit===932.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA406778,SAMN07631774,,Environmental,Terrestrial,Wetlands,Soil,Peat,Bog,,,,
3300031867 assembled Ga0326511_100988242,Ga0326511_100988242,methyl-coenzyme M reductase alpha subunit,3300031867,"Bovine rumen microbial communities from UC Davis, California, United States - 0_2496_0518 (*) (MER-FS) (assembled)",2,1656,551,Ga0326511_10098824,,Ga0326511_10098824,2644,0.39,15,"COG4058===Methyl coenzyme M reductase, alpha subunit===1040.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA539167,SAMN11532271,,Host-associated,Mammals,Stomach,Digestive system,Rumen,rumen,,,,
3300049922 assembled Ga0495691_00960_15_1466,null,methyl-coenzyme M reductase alpha subunit,3300049922,"Peat soil microbial communities from Stordalen Mire, Sweden - G.F.S.T25 (v3) (version 3) (*) (MER-FS) (assembled)",2,1452,483,Ga0495691_00960,,Ga0495691_00960,4281,0.52,89,"COG4058===Methyl coenzyme M reductase, alpha subunit===920.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA713110,SAMN18257889,,Environmental,Terrestrial,Wetlands,Soil,Peat,soil,,,,
3300039221 assembled Ga0416818_1479883_2671_4341,null,methyl-coenzyme M reductase alpha subunit,3300039221,"Freshwater sediment microbial communities from the Saint-Maurice River, Canada - WEM-3_at_6-7_cm (*) (MER-FS) (assembled)",2,1671,556,Ga0416818_1479883,,Ga0416818_1479883,4701,0.5,10,"COG4058===Methyl coenzyme M reductase, alpha subunit===965.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,River,Freshwater,Sediment,Freshwater sediment,,,,
3300037481 assembled Ga0393265_0020884_2_1447,null,methyl-coenzyme M reductase alpha subunit,3300037481,"Sediment microbial communities from Lake Baldegg, Lucerne, Switzerland - LB_5 (*) (MER-FS) (assembled)",2,1446,482,Ga0393265_0020884,,Ga0393265_0020884,2281,0.57,30,"COG4058===Methyl coenzyme M reductase, alpha subunit===826.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA654670,SAMN15739211,,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,
3300033757 assembled Ga0373404_0002875_8991_10643,Ga0373404_116875,methyl-coenzyme M reductase alpha subunit,3300033757,"Leachate microbial community from anaerobic digester in University of Toronto, Ontario, Canada - S62W2 SP (*) (MER-FS) (assembled)",2,1653,550,Ga0373404_0002875,,Ga0373404_0002875,15786,0.43,7,"COG4058===Methyl coenzyme M reductase, alpha subunit===1123.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,Anaerobic digester leachate,,,,
3300054087 assembled nmdc:mga0rg74_5544_c1_3034_4710,null,methyl-coenzyme M reductase alpha subunit,3300054087,"Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2016WEW_4_100 re-annotation (*) (MER-FS) (assembled)",2,1677,558,nmdc:mga0rg74_5544_c1,,nmdc:mga0rg74_5544_c1,9932,0.53,21,"COG4058===Methyl coenzyme M reductase, alpha subunit===994.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA443582,SAMN08776999,,Environmental,Terrestrial,Wetlands,Soil,Peat,Peatland,,,,
3300049921 assembled Ga0495688_00235_5083_6618,null,methyl-coenzyme M reductase alpha subunit,3300049921,"Peat soil microbial communities from Stordalen Mire, Sweden - G.F.S.T100 (v3) (version 3) (*) (MER-FS) (assembled)",2,1536,512,Ga0495688_00235,,Ga0495688_00235,6619,0.54,37,"COG4058===Methyl coenzyme M reductase, alpha subunit===910.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA469117,SAMN09094364,,Environmental,Terrestrial,Wetlands,Soil,Peat,soil,,,,
3300036985 assembled Ga0393278_0093704_3_1529,null,methyl-coenzyme M reductase alpha subunit,3300036985,"Sediment microbial communities from Lake Zurich, Zurich, Switzerland - LZ_38 (*) (MER-FS) (assembled)",2,1527,509,Ga0393278_0093704,,Ga0393278_0093704,1529,0.62,6,"COG4058===Methyl coenzyme M reductase, alpha subunit===868.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA620361,SAMN14511241,,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,
3300032897 assembled Ga0335071_101438192,Ga0335071_101438192,methyl-coenzyme M reductase alpha subunit,3300032897,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States - Lox_Sample_1.5 (*) (MER-FS) (assembled)",2,1665,554,Ga0335071_10143819,,Ga0335071_10143819,2337,0.61,10,"COG4058===Methyl coenzyme M reductase, alpha subunit===971.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA531772,SAMN11382427,,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,
3300047642 assembled Ga0497317_011816_925_2577,null,methyl-coenzyme M reductase alpha subunit,3300047642,"Peatland microbial communities from Stordalen Mire, Sweden - BT26-08_D0 (version 2) (*) (MER-FS) (assembled)",2,1653,550,Ga0497317_011816,,Ga0497317_011816,3055,0.43,10,"COG4058===Methyl coenzyme M reductase, alpha subunit===1058",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Peat,Soil,Mire,soil,,,,
3300046703 assembled Ga0494758_0014904_967_2667,null,methyl-coenzyme M reductase alpha subunit,3300046703,"Peat soil microbial communities from Stordalen Mire, Sweden - 718 AvC-C2 50-54 (*) (MER-FS) (assembled)",2,1701,566,Ga0494758_0014904,,Ga0494758_0014904,3815,0.44,14,"COG4058===Methyl coenzyme M reductase, alpha subunit===900",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,
3300044800 assembled Ga0480577_019296_1966_3645,null,methyl-coenzyme M reductase alpha subunit,3300044800,"Soil microbial communities from peatland in Alberta, Canada - SB-U-VEG 70-80 cm (*) (MER-FS) (assembled)",2,1680,559,Ga0480577_019296,,Ga0480577_019296,4386,0.54,11,"COG4058===Methyl coenzyme M reductase, alpha subunit===955.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Wetlands,Soil,Unclassified,Soil,,,,
3300033166 assembled Ga0334900_100052141,Ga0334900_100052141,methyl-coenzyme M reductase alpha subunit,3300033166,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_31_08-R3 (*) (MER-FS) (assembled)",2,1680,559,Ga0334900_1000521,,Ga0334900_1000521,55116,0.6,395,"COG4058===Methyl coenzyme M reductase, alpha subunit===933",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA567735,SAMN12796119,,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,
3300056699 assembled Ga0557752_000032_1911_3587,null,methyl-coenzyme M reductase alpha subunit,3300056699,"Glacial till microbial communities from Anvers Island, Antarctica - 18O.5W.10 SIP fraction (*) (MER-FS) (assembled)",2,1677,558,Ga0557752_000032,,Ga0557752_000032,76383,0.48,26,"COG4058===Methyl coenzyme M reductase, alpha subunit===990.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Glacial till,Soil,Unclassified,Glacial till,,,,
3300049645 assembled Ga0499523_000557_5997_7649,null,methyl-coenzyme M reductase alpha subunit,3300049645,"Mesophilic digester sludge microbial communities from biogas plant in Geslau, Bavaria, Germany - PB25_MG_210818 (*) (MER-FS) (assembled)",2,1653,550,Ga0499523_000557,,Ga0499523_000557,35317,0.35,13,"COG4058===Methyl coenzyme M reductase, alpha subunit===1109.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Sludge,Anaerobic,Unclassified,Mesophilic digester sludge,,,,
3300056749 assembled Ga0558061_0005849_919_2595,null,methyl-coenzyme M reductase alpha subunit,3300056749,"Glacial till microbial communities from Anvers Island, Antarctica - APS1_2C_T0 (*) (MER-FS) (assembled)",2,1677,558,Ga0558061_0005849,,Ga0558061_0005849,27493,0.47,22,"COG4058===Methyl coenzyme M reductase, alpha subunit===988.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Glacial till,Soil,Unclassified,Glacial till,,,,
3300051047 assembled Ga0527658_000606_26746_28461,null,methyl-coenzyme M reductase alpha subunit,3300051047,"Switchgrass digestate microbial communities from anaerobic digester in Pennsylvania State University, State Park, PA, USA - 5.T.7_5.2 (*) (MER-FS) (assembled)",2,1716,571,Ga0527658_000606,,Ga0527658_000606,36812,0.43,28,"COG4058===Methyl coenzyme M reductase, alpha subunit===1067.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Switchgrass digestate,,,,
3300041673 assembled Ga0451949_0140683_1353_3059,null,methyl-coenzyme M reductase alpha subunit,3300041673,"Fecal microbial community from a dairy cow Lincoln, Canterbury, New Zealand - F18_168 MetaG (*) (MER-FS) (assembled)",2,1707,568,Ga0451949_0140683,,Ga0451949_0140683,6543,0.51,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===981.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Host-associated,Mammals,Large intestine,Digestive system,Fecal,Bovine feces,,,,
3300033162 assembled Ga0334901_10071584,Ga0334901_10071584,methyl-coenzyme M reductase alpha subunit,3300033162,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_15_08-R3 (*) (MER-FS) (assembled)",2,1680,559,Ga0334901_1007158,,Ga0334901_1007158,6211,0.57,75,"COG4058===Methyl coenzyme M reductase, alpha subunit===939",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA567662,SAMN12794823,,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,
3300034091 assembled Ga0326724_0085599_2_1642,Ga0326724_623690,methyl-coenzyme M reductase alpha subunit,3300034091,"Peat soil microbial communities from McLean, Ithaca, NY, United States - MB00N (*) (MER-FS) (assembled)",2,1641,547,Ga0326724_0085599,,Ga0326724_0085599,2112,0.59,51,"COG4058===Methyl coenzyme M reductase, alpha subunit===946.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA568277,SAMN12794949,,Environmental,Terrestrial,Wetlands,Soil,Peat,peat soil,,,,
3300036981 assembled Ga0393264_0056890_1_1452,null,methyl-coenzyme M reductase alpha subunit,3300036981,"Sediment microbial communities from Lake Baldegg, Lucerne, Switzerland - LB_0.25 (*) (MER-FS) (assembled)",2,1452,484,Ga0393264_0056890,,Ga0393264_0056890,1970,0.6,11,"COG4058===Methyl coenzyme M reductase, alpha subunit===856.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA620353,SAMN14511328,,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,
3300033416 assembled Ga0316622_1000162453,Ga0316622_1000162453,methyl-coenzyme M reductase alpha subunit,3300033416,"Wetland soil microbial communities from Old Woman Creek delta, Ohio, United States - OWC_Aug_OW2_C1_D5_C (*) (MER-FS) (assembled)",2,1665,554,Ga0316622_100016245,,Ga0316622_100016245,6231,0.57,18,"COG4058===Methyl coenzyme M reductase, alpha subunit===977.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA539082,SAMN11529739,,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,
